timestamp,split,class,filepath,source,board_meta,row,col
1761350086,train,empty,data\train\empty\empty_1761350086336_r2c0.png,data\raw\boards\board1.png,r2c0,2,0
1761350086,train,empty,data\train\empty\empty_1761350086475_r2c1.png,data\raw\boards\board1.png,r2c1,2,1
1761350086,train,empty,data\train\empty\empty_1761350086613_r2c2.png,data\raw\boards\board1.png,r2c2,2,2
1761350086,train,empty,data\train\empty\empty_1761350086731_r2c3.png,data\raw\boards\board1.png,r2c3,2,3
1761350086,train,empty,data\train\empty\empty_1761350086870_r2c4.png,data\raw\boards\board1.png,r2c4,2,4
1761350087,train,empty,data\train\empty\empty_1761350087010_r2c5.png,data\raw\boards\board1.png,r2c5,2,5
1761350087,val,empty,data\val\empty\empty_1761350087128_r2c6.png,data\raw\boards\board1.png,r2c6,2,6
1761350087,train,empty,data\train\empty\empty_1761350087267_r2c7.png,data\raw\boards\board1.png,r2c7,2,7
1761350087,train,empty,data\train\empty\empty_1761350087428_r3c0.png,data\raw\boards\board1.png,r3c0,3,0
1761350087,train,empty,data\train\empty\empty_1761350087568_r3c1.png,data\raw\boards\board1.png,r3c1,3,1
1761350087,train,empty,data\train\empty\empty_1761350087707_r3c2.png,data\raw\boards\board1.png,r3c2,3,2
1761350087,train,empty,data\train\empty\empty_1761350087869_r3c3.png,data\raw\boards\board1.png,r3c3,3,3
1761350087,train,empty,data\train\empty\empty_1761350087986_r3c4.png,data\raw\boards\board1.png,r3c4,3,4
1761350088,train,empty,data\train\empty\empty_1761350088147_r3c5.png,data\raw\boards\board1.png,r3c5,3,5
1761350088,train,empty,data\train\empty\empty_1761350088286_r3c6.png,data\raw\boards\board1.png,r3c6,3,6
1761350088,train,empty,data\train\empty\empty_1761350088426_r3c7.png,data\raw\boards\board1.png,r3c7,3,7
1761350088,val,empty,data\val\empty\empty_1761350088543_r4c0.png,data\raw\boards\board1.png,r4c0,4,0
1761350088,train,empty,data\train\empty\empty_1761350088704_r4c1.png,data\raw\boards\board1.png,r4c1,4,1
1761350088,train,empty,data\train\empty\empty_1761350088843_r4c2.png,data\raw\boards\board1.png,r4c2,4,2
1761350088,train,empty,data\train\empty\empty_1761350088983_r4c3.png,data\raw\boards\board1.png,r4c3,4,3
1761350089,train,empty,data\train\empty\empty_1761350089122_r4c4.png,data\raw\boards\board1.png,r4c4,4,4
1761350089,train,empty,data\train\empty\empty_1761350089262_r4c5.png,data\raw\boards\board1.png,r4c5,4,5
1761350089,train,empty,data\train\empty\empty_1761350089423_r4c6.png,data\raw\boards\board1.png,r4c6,4,6
1761350089,train,empty,data\train\empty\empty_1761350089584_r4c7.png,data\raw\boards\board1.png,r4c7,4,7
1761350089,train,empty,data\train\empty\empty_1761350089723_r5c0.png,data\raw\boards\board1.png,r5c0,5,0
1761350089,train,empty,data\train\empty\empty_1761350089884_r5c1.png,data\raw\boards\board1.png,r5c1,5,1
1761350090,train,empty,data\train\empty\empty_1761350090024_r5c2.png,data\raw\boards\board1.png,r5c2,5,2
1761350090,train,empty,data\train\empty\empty_1761350090185_r5c3.png,data\raw\boards\board1.png,r5c3,5,3
1761350090,train,empty,data\train\empty\empty_1761350090325_r5c4.png,data\raw\boards\board1.png,r5c4,5,4
1761350090,train,empty,data\train\empty\empty_1761350090485_r5c5.png,data\raw\boards\board1.png,r5c5,5,5
1761350090,train,empty,data\train\empty\empty_1761350090909_r5c6.png,data\raw\boards\board1.png,r5c6,5,6
1761350091,train,empty,data\train\empty\empty_1761350091442_r5c7.png,data\raw\boards\board1.png,r5c7,5,7
1761350093,train,white_pawn,data\train\white_pawn\white_pawn_1761350093471_r6c0.png,data\raw\boards\board1.png,r6c0,6,0
1761350093,train,white_pawn,data\train\white_pawn\white_pawn_1761350093784_r6c1.png,data\raw\boards\board1.png,r6c1,6,1
1761350094,train,white_pawn,data\train\white_pawn\white_pawn_1761350094077_r6c2.png,data\raw\boards\board1.png,r6c2,6,2
1761350094,val,white_pawn,data\val\white_pawn\white_pawn_1761350094369_r6c3.png,data\raw\boards\board1.png,r6c3,6,3
1761350094,train,white_pawn,data\train\white_pawn\white_pawn_1761350094661_r6c4.png,data\raw\boards\board1.png,r6c4,6,4
1761350094,train,white_pawn,data\train\white_pawn\white_pawn_1761350094933_r6c5.png,data\raw\boards\board1.png,r6c5,6,5
1761350095,train,white_pawn,data\train\white_pawn\white_pawn_1761350095291_r6c6.png,data\raw\boards\board1.png,r6c6,6,6
1761350095,train,white_pawn,data\train\white_pawn\white_pawn_1761350095932_r6c7.png,data\raw\boards\board1.png,r6c7,6,7
1761350097,train,white_rook,data\train\white_rook\white_rook_1761350097703_r7c0.png,data\raw\boards\board1.png,r7c0,7,0
1761350098,train,white_knight,data\train\white_knight\white_knight_1761350098283_r7c1.png,data\raw\boards\board1.png,r7c1,7,1
1761350099,train,white_bishop,data\train\white_bishop\white_bishop_1761350099689_r7c2.png,data\raw\boards\board1.png,r7c2,7,2
1761350102,train,white_queen,data\train\white_queen\white_queen_1761350102229_r7c3.png,data\raw\boards\board1.png,r7c3,7,3
1761350103,train,white_king,data\train\white_king\white_king_1761350103427_r7c4.png,data\raw\boards\board1.png,r7c4,7,4
1761350104,train,white_bishop,data\train\white_bishop\white_bishop_1761350104766_r7c5.png,data\raw\boards\board1.png,r7c5,7,5
1761350106,train,white_knight,data\train\white_knight\white_knight_1761350106635_r7c6.png,data\raw\boards\board1.png,r7c6,7,6
1761350109,train,white_rook,data\train\white_rook\white_rook_1761350109811_r7c7.png,data\raw\boards\board1.png,r7c7,7,7
1761350110,train,white_rook,data\train\white_rook\white_rook_1761350110606_r7c7.png,data\raw\boards\board1.png,r7c7,7,7
1761350110,train,white_rook,data\train\white_rook\white_rook_1761350110811_r7c7.png,data\raw\boards\board1.png,r7c7,7,7
1761350111,train,white_rook,data\train\white_rook\white_rook_1761350111016_r7c7.png,data\raw\boards\board1.png,r7c7,7,7
